"Occupation","Annual_Income","Monthly_Inhand_Salary","Num_Bank_Accounts","Num_Credit_Card","Interest_Rate","Num_of_Loan","Delay_from_due_date","Num_of_Delayed_Payment","Changed_Credit_Limit","Num_Credit_Inquiries","Credit_Mix","Outstanding_Debt","Credit_Utilization_Ratio","Payment_of_Min_Amount","Credit_Score"
"1",21336.9,1656.08,3,5,6,1,17,20,17.75,7,"1",1338.82,24.05,"1","1"
"1",21336.9,1656.08,3,5,6,1,17,20,21.75,7,"1",1338.82,25.42,"1","1"
"1",32300.85,2739.74,5,4,12,3,24,10,19.3,0,"1",298.85,39.52,"1","1"
"1",32300.85,2739.74,5,4,12,3,24,15,15.3,0,"1",298.85,33.72,"1","1"
"1",32300.85,2739.74,5,4,12,3,21,15,20.3,0,"1",298.85,39.32,"1","1"
"1",32300.85,2739.74,5,4,12,3,19,13,15.3,0,"1",298.85,36.85,"1","1"
"1",32300.85,2739.74,5,4,12,3,24,13,11.3,0,"1",298.85,31.45,"1","1"
"1",32300.85,2739.74,6,5,12,3,24,10,15.3,0,"1",298.85,27.98,"1","1"
"1",32300.85,2739.74,6,5,12,3,24,10,15.3,0,"1",298.85,37.48,"1","2"
"0",20380.51,1854.38,8,3,20,5,6,15,9.5,12,"1",153.7,38.81,"1","1"
"0",20380.51,1854.38,8,3,20,5,6,15,9.5,12,"1",153.7,27.64,"1","1"
"0",20380.51,1854.38,8,3,20,5,6,15,9.5,12,"1",153.7,35.58,"1","1"
"0",20380.51,1854.38,8,3,20,5,6,15,9.5,12,"1",153.7,24.83,"1","1"
"0",20380.51,1854.38,8,3,20,5,6,15,15.5,12,"1",153.7,24.92,"1","1"
"0",20380.51,1854.38,8,3,20,5,6,13,14.5,12,"1",153.7,34.59,"1","1"
"2",28415.93,2241.99,2,2,12,2,6,10,2.4,0,"2",1112.8,24.95,"0","2"
"2",28415.93,2241.99,2,2,12,2,7,10,2.4,0,"2",1112.8,29.17,"0","2"
"2",28415.93,2241.99,2,2,12,2,5,9,2.4,1,"2",1112.8,40.81,"0","2"
"2",28415.93,2241.99,2,2,12,2,11,13,2.4,1,"2",1112.8,27.43,"0","2"
"2",28415.93,2241.99,2,2,12,2,6,10,2.4,1,"2",1112.8,31.25,"0","2"
"2",28415.93,2241.99,2,2,12,2,6,10,-3.6,1,"2",1112.8,32.25,"0","2"
"0",67857.8,5498.82,8,10,32,3,24,17,13.71,8,"1",1497.68,29.27,"1","0"
"0",67857.8,5498.82,8,10,32,3,29,19,13.71,9,"1",1497.68,39.15,"1","0"
"0",67857.8,5498.82,8,10,32,3,29,17,13.71,9,"1",1497.68,35.72,"1","0"
"0",67857.8,5498.82,8,10,32,3,29,17,19.71,9,"1",1497.68,28.84,"1","0"
"0",67857.8,5498.82,8,10,32,3,25,17,17.71,9,"1",1497.68,40.21,"1","0"
"0",67857.8,5498.82,8,10,32,3,30,17,13.71,9,"1",1497.68,42.63,"1","0"
"2",8155.79,380.65,9,5,27,6,32,17,28.08,10,"0",3090.08,36.87,"1","1"
"2",8155.79,380.65,9,5,27,6,32,17,28.08,10,"0",3090.08,25.4,"1","1"
"2",8155.79,380.65,9,5,27,6,32,17,28.08,15,"0",3090.08,28.06,"1","1"
"2",8155.79,380.65,9,5,27,6,32,15,28.08,15,"0",3090.08,37.05,"1","1"
"2",8155.79,380.65,9,5,27,6,32,15,28.08,15,"0",3090.08,25.25,"1","1"
"2",8155.79,380.65,9,5,27,6,34,17,28.08,15,"0",3090.08,37.29,"1","1"
"2",8155.79,380.65,9,5,27,6,33,17,28.08,15,"0",3090.08,35.73,"1","1"
"1",55663.5,4932.62,5,4,30,7,21,11,7.39,6,"1",1319.74,37.82,"1","0"
"1",55663.5,4932.62,5,4,30,7,21,11,7.39,6,"1",1319.74,36.45,"1","0"
"1",55663.5,4932.62,5,4,30,7,21,11,12.39,6,"1",1319.74,27.96,"1","1"
"1",55663.5,4932.62,5,4,30,7,21,8,7.39,6,"1",1319.74,39.21,"1","0"
"1",55663.5,4932.62,5,4,30,7,17,12,7.39,6,"1",1319.74,31.68,"1","0"
"1",55663.5,4932.62,5,4,30,7,21,12,7.39,6,"1",1319.74,25.55,"1","1"
"1",55663.5,4932.62,5,4,30,7,21,11,7.39,6,"1",1319.74,27.03,"1","1"
"1",55663.5,4932.62,5,4,30,7,21,13,7.39,6,"1",1319.74,29.41,"1","0"
"2",62571.84,5440.32,2,2,7,3,8,1,10.16,1,"2",472.54,37.76,"0","1"
"2",62571.84,5440.32,2,2,7,3,8,1,15.16,1,"2",472.54,25.23,"0","2"
"2",62571.84,5440.32,2,2,7,3,8,0,11.16,1,"2",472.54,41.09,"0","2"
"2",62571.84,5440.32,2,2,7,3,8,1,10.16,1,"2",472.54,36.7,"0","2"
"2",62571.84,5440.32,2,2,7,3,8,1,10.16,1,"2",472.54,32.51,"0","2"
"2",62571.84,5440.32,2,2,7,3,10,3,17.16,1,"2",472.54,32.87,"0","1"
"1",19695.09,1803.26,8,6,19,2,26,8,11.42,5,"1",1450.6,30.34,"1","0"
"1",19695.09,1803.26,8,6,19,2,23,5,8.42,6,"1",1450.6,24.95,"1","0"
"1",19695.09,1803.26,8,6,19,2,23,5,8.42,6,"1",1450.6,28.3,"1","0"
"1",19695.09,1803.26,8,6,19,2,23,8,8.42,6,"1",1450.6,41.24,"1","0"
"1",19695.09,1803.26,8,6,19,2,23,6,8.42,6,"1",1450.6,40.42,"1","1"
"1",19695.09,1803.26,8,6,19,2,25,8,8.42,6,"1",1450.6,34.38,"1","1"
"1",19695.09,1803.26,8,6,19,2,21,8,8.42,6,"1",1450.6,39.52,"1","1"
"0",14243.98,1175,6,5,11,2,22,10,21.73,8,"1",1480.12,37.71,"1","1"
"0",14243.98,1175,6,5,11,2,26,10,15.73,8,"1",1480.12,29.6,"1","1"
"0",14243.98,1175,6,5,11,2,27,10,15.73,8,"1",1480.12,29.95,"1","1"
"0",14243.98,1175,6,5,11,2,30,10,14.73,8,"1",1480.12,39.39,"1","1"
"0",14243.98,1175,6,5,11,2,26,13,15.73,8,"1",1480.12,27.41,"1","1"
"0",14243.98,1175,6,5,11,2,26,10,15.73,8,"1",1480.12,23.56,"1","1"
"0",14243.98,1175,6,5,11,2,26,10,14.73,8,"1",1480.12,28.59,"1","1"
"2",15513.3,1545.78,5,6,9,7,1,9,19.96,5,"1",1976.34,36.92,"1","1"
"2",15513.3,1545.78,5,6,9,7,6,12,19.96,5,"1",1976.34,29.57,"1","1"
"2",15513.3,1545.78,5,6,9,7,7,10,19.96,5,"1",1976.34,36.64,"1","1"
"2",15513.3,1545.78,5,6,9,7,6,12,19.96,5,"1",1976.34,31.73,"1","1"
"2",15513.3,1545.78,5,6,9,7,6,12,19.96,7,"1",1976.34,36.2,"1","1"
"2",15513.3,1545.78,5,6,9,7,9,12,19.96,7,"1",1976.34,29.3,"1","1"
"2",15513.3,1545.78,5,6,9,7,6,12,19.96,7,"1",1976.34,27.45,"1","1"
"2",41781.42,3217.78,8,7,31,8,54,26,6.37,7,"0",1570.42,37.73,"1","0"
"0",37421.88,3060.49,2,4,9,3,6,13,3.14,2,"2",1083.06,38.28,"0","2"
"0",37421.88,3060.49,2,4,9,3,6,14,3.14,2,"2",1083.06,40.12,"0","2"
"0",37421.88,3060.49,2,4,9,3,6,11,3.14,2,"2",1083.06,33.27,"0","2"
"0",37421.88,3060.49,2,4,9,3,6,11,3.14,2,"2",1083.06,40.16,"0","1"
"0",37421.88,3060.49,2,4,9,3,5,11,3.14,2,"2",1083.06,23.99,"0","2"
"0",37421.88,3060.49,2,4,9,3,6,8,3.14,2,"2",1083.06,40.75,"0","2"
"1",15576.36,1351.03,7,3,16,5,24,9,9.58,8,"1",1544.49,39.63,"1","0"
"1",15576.36,1351.03,7,3,16,5,24,11,9.58,8,"1",1544.49,41.02,"1","0"
"1",15576.36,1351.03,7,3,16,5,23,10,9.58,8,"1",1544.49,32.22,"1","0"
"1",15576.36,1351.03,7,3,16,5,24,9,4.58,8,"1",1544.49,36.47,"1","0"
"1",15576.36,1351.03,7,3,16,5,29,6,13.58,8,"1",1544.49,31.02,"1","1"
"1",15576.36,1351.03,7,3,16,5,24,12,9.58,8,"1",1544.49,37.51,"1","1"
"2",97881.44,8138.79,5,7,4,3,17,15,-4.99,3,"2",1379.45,28.15,"0","2"
"2",97881.44,8138.79,5,7,4,3,17,15,1.01,3,"2",1379.45,37.6,"0","1"
"2",97881.44,8138.79,5,7,4,3,16,15,1.01,3,"2",1379.45,32.62,"0","1"
"2",97881.44,8138.79,5,7,4,3,20,12,1.01,3,"2",1379.45,36.74,"0","2"
"0",71508.27,5994.02,7,6,13,4,17,18,10.47,2,"1",1266.04,29.27,"1","1"
"0",71508.27,5994.02,7,6,13,4,17,18,10.47,2,"1",1266.04,31.1,"1","1"
"0",71508.27,5994.02,7,6,13,4,12,20,10.47,2,"1",1266.04,38.04,"1","1"
"0",71508.27,5994.02,7,6,13,4,17,18,10.47,4,"1",1266.04,32.08,"1","1"
"0",71508.27,5994.02,7,6,13,4,17,16,10.47,4,"1",1266.04,40.29,"1","1"
"2",19068.01,1413,7,6,31,7,14,7,19,5,"1",1575.5,34.05,"1","0"
"2",19068.01,1413,7,6,31,7,14,9,21,5,"1",1575.5,32.45,"1","0"
"2",19068.01,1413,7,6,31,7,14,7,19,5,"1",1575.5,32.26,"1","0"
"2",19068.01,1413,7,6,31,7,14,11,19,5,"1",1575.5,31.49,"1","0"
"2",19068.01,1413,7,6,31,7,14,8,19,5,"1",1575.5,39.5,"1","1"
"2",19068.01,1413,7,6,31,7,13,8,19,5,"1",1575.5,29.13,"1","0"
"1",117946.44,9988.87,4,5,1,3,4,0,9.51,0,"2",573.65,35.36,"0","2"
"1",12221.18,853.43,3,5,18,1,27,9,18.2,0,"1",1155.33,23.56,"1","1"
"1",12221.18,853.43,3,5,18,1,29,9,19.2,0,"1",1155.33,24.15,"1","1"
"1",12221.18,853.43,3,5,18,1,29,9,18.2,5,"1",1155.33,24.27,"1","1"
"1",12221.18,853.43,3,5,18,1,29,9,18.2,5,"1",1155.33,31.89,"1","1"
"1",12221.18,853.43,3,5,18,1,30,11,18.2,5,"1",1155.33,30.25,"1","1"
"1",12221.18,853.43,3,5,18,1,29,9,18.2,5,"1",1155.33,39.72,"1","1"
"1",12221.18,853.43,3,5,18,1,29,9,19.2,5,"1",1155.33,26.59,"1","1"
"1",66575.2,5631.93,5,4,2,2,8,0,8.96,1,"2",985.64,36.78,"0","2"
"1",66575.2,5631.93,5,4,2,2,3,2,2.96,6,"2",985.64,37.63,"0","2"
"1",66575.2,5631.93,5,4,2,2,12,2,2.96,6,"2",985.64,28.8,"0","2"
"1",66575.2,5631.93,5,4,2,2,12,2,2.96,6,"2",985.64,38.16,"0","2"
"1",66575.2,5631.93,5,4,2,2,8,2,2.96,6,"2",985.64,38.91,"0","2"
"1",66575.2,5631.93,5,4,2,2,8,2,2.96,6,"2",985.64,27.76,"0","2"
"0",8083.14,922.6,4,7,15,7,23,8,13.2,5,"1",1964.82,38.29,"1","1"
"0",8083.14,922.6,4,7,15,7,23,8,13.2,5,"1",1964.82,33.66,"1","1"
"0",8083.14,922.6,4,7,15,7,23,11,13.2,5,"1",1964.82,28.47,"1","1"
"0",8083.14,922.6,4,7,15,7,23,8,13.2,5,"1",1964.82,30.7,"1","1"
"0",8083.14,922.6,4,7,15,7,23,7,12.2,5,"1",1964.82,33.56,"1","1"
"0",8083.14,922.6,4,7,15,7,23,6,14.2,8,"1",1964.82,38.95,"1","1"
"0",8083.14,922.6,4,7,15,7,23,8,13.2,8,"1",1964.82,38.19,"1","1"
"1",24497.42,1840.45,4,3,14,1,6,14,15.41,8,"1",946.84,34.35,"1","1"
"1",24497.42,1840.45,4,3,14,1,6,14,14.41,8,"1",946.84,25.56,"1","1"
"1",24497.42,1840.45,4,3,14,1,6,14,15.41,8,"1",946.84,35.97,"1","1"
"1",24497.42,1840.45,4,3,14,1,9,14,15.41,8,"1",946.84,30.57,"1","1"
"1",24497.42,1840.45,4,3,14,1,8,17,15.41,8,"1",946.84,28.38,"1","1"
"1",24497.42,1840.45,4,3,14,1,6,15,15.41,8,"1",946.84,24.1,"1","1"
"0",42216.93,3524.08,10,5,15,7,39,16,19.95,7,"1",1890.92,40.16,"1","0"
"0",42216.93,3524.08,10,5,15,7,39,16,19.95,10,"1",1890.92,39.87,"1","0"
"0",42216.93,3524.08,10,5,15,7,39,16,19.95,10,"1",1890.92,34.56,"1","0"
"0",42216.93,3524.08,10,5,15,7,39,16,19.95,10,"1",1890.92,26.41,"1","1"
"0",42216.93,3524.08,10,5,15,7,39,16,19.95,10,"1",1890.92,36.93,"1","0"
"0",42216.93,3524.08,10,5,15,7,39,13,19.95,10,"1",1890.92,31.5,"1","0"
"0",42216.93,3524.08,10,5,15,7,39,15,17.95,10,"1",1890.92,24.78,"1","1"
"0",42216.93,3524.08,10,5,15,7,39,16,19.95,10,"1",1890.92,36.78,"1","1"
"0",10389.19,833.77,3,4,18,5,21,9,14.71,8,"1",356.69,31.63,"1","1"
"0",10389.19,833.77,3,4,18,5,22,10,14.71,8,"1",356.69,38.28,"1","1"
"0",10389.19,833.77,3,4,18,5,24,10,11.71,8,"1",356.69,30.44,"1","1"
"0",10389.19,833.77,3,4,18,5,28,10,14.71,8,"1",356.69,31.13,"1","1"
"0",10389.19,833.77,3,4,18,5,25,11,14.71,9,"1",356.69,26.69,"1","1"
"0",10389.19,833.77,3,4,18,5,25,10,14.71,9,"1",356.69,34.94,"1","1"
"0",10389.19,833.77,3,4,18,5,25,13,17.71,9,"1",356.69,23.51,"1","1"
"0",49178.48,3972.21,8,4,9,4,19,17,17.98,1,"1",1484.58,32.98,"1","1"
"0",49178.48,3972.21,8,4,9,4,14,17,17.98,1,"1",1484.58,39.76,"1","1"
"0",49178.48,3972.21,8,4,9,4,14,14,17.98,1,"1",1484.58,37.57,"1","1"
"0",49178.48,3972.21,8,4,9,4,14,17,17.98,1,"1",1484.58,24.76,"1","1"
"0",49178.48,3972.21,8,4,9,4,14,16,17.98,1,"1",1484.58,26.93,"1","1"
"2",78417.44,6772.79,8,10,21,5,22,11,19.35,9,"1",1656.54,30.83,"1","0"
"2",78417.44,6772.79,8,10,21,5,22,11,19.35,9,"1",1656.54,37.13,"1","0"
"2",78417.44,6772.79,8,10,21,5,24,9,19.35,9,"1",1656.54,37.66,"1","0"
"2",78417.44,6772.79,8,10,21,5,22,11,19.35,9,"1",1656.54,29.02,"1","0"
"2",78417.44,6772.79,8,10,21,5,22,8,19.35,12,"1",1656.54,34.21,"1","0"
"1",10332.74,608.06,5,4,6,3,22,9,2.19,1,"1",820.75,29.6,"0","1"
"1",10332.74,608.06,5,4,6,3,22,9,2.19,1,"1",820.75,37.69,"0","1"
"1",10332.74,608.06,5,4,6,3,23,10,2.19,1,"1",820.75,26.31,"0","1"
"1",10332.74,608.06,5,4,6,3,22,9,2.19,1,"1",820.75,32.94,"0","1"
"1",10332.74,608.06,5,4,6,3,22,9,0.19,1,"1",820.75,24.58,"0","1"
"1",10332.74,608.06,5,4,6,3,22,12,2.19,1,"1",820.75,32.28,"0","1"
"1",10332.74,608.06,5,4,6,3,22,12,-3.81,1,"1",820.75,27.89,"0","1"
"2",15723.7,1191.31,7,3,6,4,8,11,5.68,3,"1",632.13,27.08,"0","1"
"2",15723.7,1191.31,7,3,6,4,13,11,5.68,3,"1",632.13,34.2,"0","1"
"2",15723.7,1191.31,7,3,6,4,7,11,3.68,3,"1",632.13,29.01,"0","1"
"2",15723.7,1191.31,7,3,6,4,8,11,5.68,3,"1",632.13,30.07,"0","1"
"2",15723.7,1191.31,7,3,6,4,8,11,5.68,3,"1",632.13,36.99,"0","1"
"2",15723.7,1191.31,7,3,6,4,8,10,6.68,3,"1",632.13,32.6,"0","1"
"1",19243.32,1448.61,6,7,7,4,5,11,8.6,8,"1",1350.28,23.2,"1","1"
"1",19243.32,1448.61,6,7,7,4,8,9,8.6,8,"1",1350.28,28.7,"1","1"
"1",19243.32,1448.61,6,7,7,4,8,12,8.6,8,"1",1350.28,29.82,"1","1"
"1",19243.32,1448.61,6,7,7,4,8,12,8.6,8,"1",1350.28,23.14,"1","1"
"1",19243.32,1448.61,6,7,7,4,8,12,6.6,8,"1",1350.28,35.18,"1","1"
"1",19243.32,1448.61,6,7,7,4,8,13,9.6,8,"1",1350.28,24.69,"1","1"
"1",19243.32,1448.61,6,7,7,4,8,11,8.6,8,"1",1350.28,41.34,"1","1"
"1",19243.32,1448.61,6,7,7,4,8,12,12.6,8,"1",1350.28,32.02,"1","1"
"2",43531.45,3678.62,0,3,9,2,7,10,0.94,0,"2",376.17,30.01,"0","2"
"2",43531.45,3678.62,0,3,9,2,10,9,0.94,0,"2",376.17,28.86,"0","2"
"2",43531.45,3678.62,0,3,9,2,7,9,0.94,0,"2",376.17,36.83,"0","2"
"2",43531.45,3678.62,0,3,9,2,7,9,0.94,0,"2",376.17,37.07,"0","2"
"2",43531.45,3678.62,0,3,9,2,7,9,0.94,0,"2",376.17,37.78,"0","1"
"2",43531.45,3678.62,0,3,9,2,7,9,-2.06,0,"2",376.17,28.27,"0","1"
"2",43531.45,3678.62,0,3,9,2,7,9,0.94,0,"2",376.17,27.02,"0","2"
"2",43531.45,3678.62,0,3,9,2,2,9,5.94,0,"2",376.17,33.88,"0","2"
"0",14952.03,1445,10,8,22,9,19,28,17.2,10,"0",3566.21,33.73,"1","0"
"0",14952.03,1445,10,8,22,9,19,28,23.2,10,"0",3566.21,27.13,"1","0"
"0",14952.03,1445,10,8,22,9,19,25,17.2,10,"0",3566.21,35,"1","0"
"0",14952.03,1445,10,8,22,9,19,27,12.2,10,"0",3566.21,37.9,"1","1"
"0",14952.03,1445,10,8,22,9,19,26,17.2,10,"0",3566.21,34.88,"1","1"
"0",14952.03,1445,10,8,22,9,14,28,17.2,10,"0",3566.21,25.98,"1","1"
"0",14952.03,1445,10,8,22,9,19,24,17.2,10,"0",3566.21,37.98,"1","1"
"0",14952.03,1445,10,8,22,9,19,25,17.2,12,"0",3566.21,26.18,"1","1"
"0",35249.28,2667.44,1,5,2,4,4,7,1.55,2,"2",1033.32,25.27,"0","2"
"0",35249.28,2667.44,1,5,2,4,4,7,3.55,2,"2",1033.32,35.61,"0","2"
"0",35249.28,2667.44,1,5,2,4,4,7,2.55,2,"2",1033.32,38.12,"0","1"
"0",35249.28,2667.44,1,5,2,4,0,7,1.55,2,"2",1033.32,23.75,"0","1"
"0",35249.28,2667.44,1,5,2,4,4,7,1.55,2,"2",1033.32,34.11,"0","1"
"0",35249.28,2667.44,0,4,2,4,4,7,1.55,2,"2",1033.32,32.07,"0","1"
"2",27621.23,2165.77,5,6,20,4,18,19,9.35,6,"1",555.67,33.95,"1","1"
"2",27621.23,2165.77,5,6,20,4,13,19,9.35,6,"1",555.67,29.14,"1","1"
"2",27621.23,2165.77,5,6,20,4,18,19,9.35,6,"1",555.67,36.55,"1","1"
"2",27621.23,2165.77,5,6,20,4,18,19,8.35,6,"1",555.67,33.63,"1","1"
"2",27621.23,2165.77,5,6,20,4,18,22,9.35,6,"1",555.67,26.32,"1","1"
"2",27621.23,2165.77,5,6,20,4,19,19,9.35,6,"1",555.67,34.66,"1","1"
"2",27621.23,2165.77,5,6,20,4,18,19,9.35,6,"1",555.67,27.29,"1","1"
"2",27621.23,2165.77,5,6,20,4,18,16,9.35,6,"1",555.67,36.73,"1","1"
"1",41729.08,3750.42,6,10,24,5,50,22,16.51,7,"0",2617.44,35.59,"1","0"
"1",41729.08,3750.42,6,10,24,5,50,19,16.51,7,"0",2617.44,32.2,"1","0"
"1",41729.08,3750.42,6,10,24,5,50,19,16.51,7,"0",2617.44,30.37,"1","0"
"1",41729.08,3750.42,6,10,24,5,50,19,16.51,7,"0",2617.44,30.76,"1","0"
"1",41729.08,3750.42,6,10,24,5,48,16,16.51,7,"0",2617.44,34.46,"1","1"
"1",41729.08,3750.42,6,10,24,5,52,17,16.51,7,"0",2617.44,23.74,"1","0"
"1",41729.08,3750.42,6,10,24,5,50,17,16.51,7,"0",2617.44,26.44,"1","0"
"1",41729.08,3750.42,6,10,24,5,50,22,16.51,7,"0",2617.44,31.21,"1","0"
"0",25883.65,2324.97,4,6,6,5,16,11,22.33,8,"1",47.03,32.99,"1","1"
"0",25883.65,2324.97,4,6,6,5,16,11,17.33,8,"1",47.03,28.13,"1","1"
"0",25883.65,2324.97,4,6,6,5,20,8,17.33,8,"1",47.03,25.79,"1","1"
"0",25883.65,2324.97,4,6,6,5,16,11,24.33,11,"1",47.03,28.88,"1","1"
"0",25883.65,2324.97,4,6,6,5,19,12,17.33,11,"1",47.03,32.17,"1","1"
"0",25883.65,2324.97,4,6,6,5,21,11,15.33,11,"1",47.03,26.94,"1","1"
"0",25883.65,2324.97,4,6,6,5,16,11,17.33,11,"1",47.03,32.71,"1","1"
"0",25883.65,2324.97,4,6,6,5,16,11,12.33,11,"1",47.03,40.83,"1","1"
"1",19720.36,1666.36,6,5,21,9,38,23,4.93,10,"0",2326.72,27.75,"1","0"
"1",19720.36,1666.36,6,5,21,9,37,25,-0.07,14,"0",2326.72,23.25,"1","0"
"1",19720.36,1666.36,6,5,21,9,38,20,4.93,14,"0",2326.72,34.64,"1","0"
"1",19720.36,1666.36,6,5,21,9,38,23,-0.07,14,"0",2326.72,27.06,"1","0"
"1",19720.36,1666.36,6,5,21,9,38,23,5.93,14,"0",2326.72,32.5,"1","0"
"1",19720.36,1666.36,6,5,21,9,38,26,4.93,14,"0",2326.72,34.61,"1","0"
"1",19720.36,1666.36,6,5,21,9,38,26,4.93,14,"0",2326.72,34.7,"1","0"
"1",19720.36,1666.36,6,5,21,9,38,21,4.93,14,"0",2326.72,26.45,"1","1"
"2",29353.04,2282.09,6,9,23,6,45,23,6.06,8,"0",1882.15,23.43,"1","0"
"2",29353.04,2282.09,6,9,23,6,47,23,1.06,8,"0",1882.15,36.49,"1","0"
"2",29353.04,2282.09,6,9,23,6,45,23,6.06,8,"0",1882.15,36.95,"1","0"
"2",29353.04,2282.09,6,9,23,6,49,22,6.06,8,"0",1882.15,27.39,"1","0"
"2",29353.04,2282.09,6,9,23,6,49,20,6.06,8,"0",1882.15,28.77,"1","0"
"2",29353.04,2282.09,6,9,23,6,45,23,6.06,8,"0",1882.15,36.52,"1","0"
"2",29353.04,2282.09,6,9,23,6,45,25,6.06,8,"0",1882.15,26.99,"1","0"
"2",29353.04,2282.09,6,9,23,6,45,23,6.06,10,"0",1882.15,23.13,"1","0"
"2",35149.91,2703.16,4,6,15,0,19,9,5,1,"1",476.09,27.14,"1","1"
"2",35149.91,2703.16,4,6,15,0,18,9,8,1,"1",476.09,23.93,"1","1"
"2",35149.91,2703.16,4,6,15,0,18,6,8,1,"1",476.09,36.07,"1","1"
"2",35149.91,2703.16,4,6,15,0,19,9,8,1,"1",476.09,40.62,"1","1"
"2",35149.91,2703.16,4,6,15,0,16,7,8,1,"1",476.09,28.21,"1","1"
"2",35149.91,2703.16,4,6,15,0,18,11,8,1,"1",476.09,27.95,"1","1"
"2",35149.91,2703.16,4,6,15,0,15,9,8,1,"1",476.09,38.83,"1","1"
"0",37769.92,3175.49,7,4,18,6,26,14,14.61,7,"1",196.13,32.59,"1","1"
"0",37769.92,3175.49,7,4,18,6,24,12,14.61,7,"1",196.13,37.11,"1","1"
"0",37769.92,3175.49,7,4,18,6,26,15,14.61,7,"1",196.13,26.55,"1","1"
"0",37769.92,3175.49,7,4,18,6,30,15,14.61,7,"1",196.13,26.55,"1","1"
"0",37769.92,3175.49,7,4,18,6,26,14,14.61,12,"1",196.13,27.07,"1","1"
"0",37769.92,3175.49,7,4,18,6,26,14,14.61,12,"1",196.13,37.25,"1","1"
"0",37769.92,3175.49,7,4,18,6,26,15,14.61,12,"1",196.13,32.04,"1","1"
"2",11169.59,667.8,7,4,10,0,8,11,11.5,5,"1",303.16,36.95,"1","1"
"2",11169.59,667.8,7,4,10,0,8,13,14.5,5,"1",303.16,31.81,"1","1"
"2",11169.59,667.8,7,4,10,0,8,11,12.5,5,"1",303.16,22.73,"1","1"
"2",11169.59,667.8,7,4,10,0,8,11,14.5,5,"1",303.16,25.47,"1","1"
"2",11169.59,667.8,7,4,10,0,8,8,14.5,5,"1",303.16,32.18,"1","1"
"2",11169.59,667.8,7,4,10,0,8,12,18.5,5,"1",303.16,38.99,"1","1"
"2",11169.59,667.8,7,4,10,0,8,11,14.5,5,"1",303.16,24.12,"1","1"
"2",11169.59,667.8,7,4,10,0,8,11,14.5,5,"1",303.16,22.87,"1","1"
"2",43428.47,3731.04,5,6,12,0,6,2,11.96,1,"2",1244.42,33.33,"0","1"
"2",43428.47,3731.04,5,6,12,0,6,2,8.96,1,"2",1244.42,40.43,"0","1"
"2",43428.47,3731.04,5,6,12,0,5,2,11.96,1,"2",1244.42,42.19,"0","1"
"2",43428.47,3731.04,5,6,12,0,6,4,11.96,1,"2",1244.42,28.58,"0","1"
"2",43428.47,3731.04,5,6,12,0,6,2,18.96,1,"2",1244.42,32.65,"0","1"
"2",43428.47,3410.53,5,6,12,0,6,1,11.96,1,"2",1244.42,36.73,"0","2"
"1",33917.38,2638.45,6,10,28,5,15,12,18.35,11,"1",1966.55,25.77,"1","0"
"1",33917.38,2505.95,6,10,28,5,15,9,18.35,11,"1",1966.55,25.28,"1","1"
"1",33917.38,2505.95,6,10,28,5,15,12,18.35,11,"1",1966.55,40.36,"1","1"
"1",33917.38,2505.95,6,10,28,5,10,12,25.35,11,"1",1966.55,36.46,"1","0"
"1",33917.38,2505.95,6,10,28,5,15,12,18.35,11,"1",1966.55,36.48,"1","0"
"1",33917.38,2505.95,6,10,28,5,15,12,18.35,11,"1",1966.55,31.77,"1","0"
"1",33917.38,2505.95,6,10,28,5,16,9,18.35,11,"1",1966.55,31.12,"1","1"
"1",33917.38,2505.95,6,10,28,5,17,12,17.35,11,"1",1966.55,24.21,"1","0"
"0",89956.16,7650.35,5,6,19,5,30,13,10.3,6,"1",1239.81,41.91,"1","1"
"0",89956.16,7650.35,5,6,19,5,30,11,16.3,6,"1",1239.81,33.03,"1","1"
"0",89956.16,7650.35,5,6,19,5,30,11,10.3,8,"1",1239.81,32.7,"1","1"
"2",35531.83,2743.99,1,4,12,4,12,13,1.66,4,"2",313.55,28.37,"0","1"
"2",35531.83,2743.99,1,4,12,4,12,10,1.66,4,"2",313.55,33.92,"0","2"
"2",35531.83,2743.99,1,4,12,4,12,10,1.66,4,"2",313.55,35.57,"0","2"
"2",35531.83,2743.99,1,4,12,4,12,10,1.66,4,"2",313.55,26.28,"0","2"
"2",35531.83,2743.99,1,4,12,4,12,10,1.66,4,"2",313.55,32.64,"0","2"
"2",35531.83,2743.99,1,4,12,4,12,10,0.66,9,"2",313.55,29.94,"0","2"
"2",35531.83,2743.99,1,4,12,4,12,11,1.66,9,"2",313.55,21.5,"0","2"
"1",62845.76,4966.15,2,3,7,3,6,0,8.69,2,"2",463.98,36.63,"0","2"
"1",62845.76,4966.15,2,3,7,3,6,0,8.69,2,"2",463.98,37.17,"0","2"
"1",62845.76,4966.15,2,3,7,3,6,3,2.69,3,"2",463.98,28.46,"0","1"
"1",62845.76,4966.15,2,3,7,3,6,0,8.69,3,"2",463.98,38.25,"0","1"
"1",62845.76,4966.15,2,3,7,3,6,0,8.69,3,"2",463.98,29.55,"0","1"
"1",27288.85,2524.07,5,3,5,4,9,8,18.85,4,"1",1354.13,24.49,"1","1"
"1",27288.85,2524.07,5,3,5,4,9,8,24.85,4,"1",1354.13,29.68,"1","1"
"1",27288.85,2524.07,5,3,5,4,11,8,24.85,4,"1",1354.13,26.26,"1","1"
